;userID;ISBN;bookRating
679;96430;034541389X;6
18034;103309;034540761X;6
42136;101155;1551668343;6
59030;98391;1931696624;9
13947;17667;1551666189;8
12732;147420;068983571X;10
19539;95658;080411109X;10
52395;69078;8423901122;8
1313;40943;039480967X;5
42152;93363;1556610815;8
39202;124078;081257639X;10
44722;40110;1575661063;6
13581;88652;037542217X;10
55119;123981;1888451416;8
5286;81490;044651652X;4
2898;4999;1400034779;10
56634;88793;1559212144;10
36677;72636;068485760X;6
46715;47856;1860498655;7
6674;67840;042518904X;10
45866;43634;1564145026;9
66337;147427;1885222173;5
4320;31846;067976402X;10
23719;30487;038550117X;7
66025;143968;1852309415;8
6251;12702;044022425X;10
36400;107784;038087668X;5
25428;135351;080411188X;7
22229;8067;075820230X;10
57547;94347;1400047951;8
12514;133935;038529929X;5
31958;18095;1565070658;8
44247;60244;006000942X;9
54768;79945;1880656728;10
11658;446;1877727083;8
65346;138602;1580621376;7
56204;87555;091656701X;10
1749;92156;014023313X;7
16321;134797;1551668998;7
18819;32024;1551668483;9
17766;44389;074322535X;9
1161;104636;1558743669;9
26634;11687;1859671039;10
33655;148199;1579121632;7
40078;136326;037322639X;5
17111;5539;034544356X;6
18128;95359;031242227X;9
58248;97874;1568380437;9
49958;57006;067103636X;9
64606;132371;1551090147;5
62500;116428;1887166742;7
2046;93929;002542730X;9
53226;72742;1584850868;8
11119;6532;038533348X;9
1433;43901;044023722X;6
19841;68151;188712876X;7
45908;102674;037316887X;5
61401;110934;1928901131;8
11057;41271;006000438X;8
34889;23847;074931723X;8
31051;67775;1551668831;8
23888;107326;156389016X;9
895;91341;080505622X;8
12668;57234;038533334X;5
45319;141157;1582341303;7
52701;98391;1575668076;8
63982;145369;1570360677;10
903;277189;074341232X;8
9001;26516;055356451X;9
36435;26535;067103409X;5
33062;58643;1573225053;7
13431;1252;031231616X;8
23434;16935;1551660954;7
55260;88733;1558599177;8
57165;93047;155652157X;7
19848;6251;1888363363;8
52854;112243;067003231X;7
46258;45361;037316341X;8
52834;98391;1589392191;10
63287;124310;1568848579;8
37084;110973;1570761450;5
33863;35859;044023476X;7
2941;37584;1400034779;8
29705;31468;014006110X;5
32550;110579;1878239910;7
10961;132851;1558531025;8
2190;134863;014100018X;7
54738;143415;1559210249;10
54160;76499;1577660730;10
38347;29648;1561794848;10
32722;86189;015668568X;10
22984;8067;1551669412;10
50976;60707;000673765X;10
8980;38169;055329301X;5
11930;148744;1573225789;8
45055;40943;1561562092;5
28157;29855;051511992X;6
20724;100906;067972754X;8
14075;2033;156305700X;7
35445;74493;1858547628;8
25345;10354;159182415X;8
23995;26231;1558745041;7
53921;109574;044921978X;10
2024;50216;002542730X;10
23980;8734;1877741094;7
62725;143175;1567405398;8
62688;118856;074346771X;7
66481;148199;9994348337;8
44149;137688;9129622425;8
32558;23871;1551666138;8
37427;102505;014100147X;5
22295;35859;1575663708;8
53465;73479;080370271X;7
16432;105517;1558744029;7
52347;99441;081120118X;9
31050;29915;1551668831;1
2834;62542;1400031354;10
22786;19664;076790382X;9
13308;131111;014131088X;8
11717;121317;080213825X;7
252;132901;043935806X;8
3642;124993;055308576X;7
51292;62735;1580625509;5
46892;48455;044922113X;6
35486;114368;1551664879;5
19112;75149;1400031362;6
11021;134584;039575514X;8
12672;69078;038533334X;7
57960;95524;1590030133;10
47908;51924;091938157X;5
46891;91709;044022635X;7
10953;108379;1558531025;8
41474;108870;1575665352;10
23737;65027;042511984X;6
14333;2110;1572970944;6
5564;119184;044900371X;4
19370;6251;038078047X;7
30820;16795;084313819X;5
15941;78249;006621016X;2
46199;114368;037307445X;5
26950;100459;1558596909;9
43599;36978;187844882X;10
62965;122429;059042176X;8
46773;48025;038070322X;9
44230;38273;1884364349;5
12204;131243;006015781X;9
36382;26535;037347153X;5
55772;85884;1888173572;8
65027;135869;1580084702;5
30756;16795;067974388X;8
31239;81050;1586480375;7
14629;2276;1559702125;4
852;62442;080410946X;7
11878;62486;1573225789;7
15855;31471;006109157X;9
52097;68273;1889968536;9
61231;109574;158023190X;10
24710;124487;042512164X;10
65968;143294;1577310926;7
25242;44932;1573222267;7
66023;143968;1569553068;4
53658;123094;034538072X;10
21478;22418;067100042X;10
66011;143916;031037202X;5
58024;95960;060960872X;10
23240;132226;055358264X;10
64986;135360;1551108631;8
13367;16005;1931520038;9
20393;81368;015100692X;8
62177;114444;068982940X;7
23357;113259;1400030382;10
62565;117251;067163285X;9
40062;31816;1577484495;7
20304;105517;1558744592;7
37659;28619;068486424X;10
2127;86518;006440188X;6
2498;20703;067091021X;7
20079;89507;006039384X;8
41111;33980;006447268X;8
40040;31660;1580050662;9
66922;152309;067977257X;10
35582;25227;1413709672;10
40968;33826;1573060208;9
44138;38023;1582971846;10
1716;37712;014023313X;7
24726;84880;088038672X;7
30221;39281;1565840003;10
2707;133207;080410753X;9
47137;49540;037370044X;8
49282;110483;1568652054;9
5393;115707;044651747X;6
59011;98391;1929976178;9
30411;50225;006017613X;7
18211;79089;038070613X;6
37962;81685;1551664852;8
26406;124078;1559722754;10
22064;56045;038080722X;8
29472;15571;1582340676;7
49263;55492;1557482969;10
62218;114724;1572972327;5
35066;114368;038531695X;5
26905;15049;1558748903;8
16842;3521;155054439X;10
3926;55892;1578151929;7
34572;142861;038549422X;9
42234;35859;1564587290;8
16815;3374;067146969X;10
61291;110267;1890065005;10
33825;21576;1562010158;8
46707;47779;188844424X;9
25301;10354;156931778X;10
17743;36103;006019541X;8
5138;66323;1558745157;4
44257;38449;1877662038;10
35158;24348;074320297X;7
63434;125203;2226078339;6
63651;126860;1555971601;6
22345;45534;051513225X;6
35707;25409;1581822871;10
6969;133846;006093090X;8
64815;134969;1563920301;4
42629;36326;000716226X;4
18220;17625;061810450X;7
22614;37597;055357115X;10
56962;92346;3905514877;9
30358;16731;074347046X;7
57772;98391;1893896846;9
8604;134797;044021145X;9
50899;60319;158648107X;8
42385;35859;1592231160;10
52191;93047;059515686X;6
49433;55761;1569245738;7
5993;41080;068484477X;9
37780;98391;044661114X;8
35685;123883;1566192951;5
31806;17531;097228060X;7
11406;388;006101351X;6
21819;35859;055325605X;10
10978;8;1567407781;6
47976;52044;1555214398;7
32287;19220;1571742549;7
51458;63956;1567182674;10
44539;39364;1567920365;8
5774;138202;039914465X;6
30047;55559;006017949X;7
30977;47316;1551667002;9
56652;88872;1575666464;4
43320;36836;068813355X;9
62686;118848;1569718679;4
42077;125519;084231072X;9
26335;112761;1551668599;9
6757;98391;1551666960;10
27534;12824;156931568X;10
55160;82051;1884886108;10
897;103477;080505622X;5
13365;1129;1931520038;10
20319;55438;1558746226;10
19333;74691;015602943X;8
31846;17726;044990508X;7
37138;45113;1575661918;9
30195;76499;1557041393;8
32691;19969;1853670383;7
66493;148258;155285020X;8
15852;3328;051604642X;9
30145;48975;068480753X;8
42520;36043;1582616345;7
61253;110040;080651356X;2
48329;102642;015202462X;7
66276;146348;1850153930;8
42054;47609;081257558X;10
27482;30735;089296765X;8
5453;149924;034543479X;9
24072;143175;1571454942;8
60625;105714;1568581580;9
19360;36614;034542705X;8
42002;105979;068484611X;10
9309;47316;059056885X;6
21206;6967;1573229105;9
35942;25890;1564580288;10
19105;56959;1400031362;10
104;115435;038550120X;8
6291;2110;059035342X;10
21536;41718;067189109X;6
42946;138883;1576736423;10
31720;17190;1556702078;10
14153;110112;1573229326;5
26968;12388;014028088X;5
54842;125287;002054555X;8
43945;37950;031210491X;10
30929;113624;1551666561;5
19124;111637;1400031362;8
60027;101851;1882606353;5
43920;37790;1555911447;10
51601;143702;1573221716;8
60878;107326;094535259X;9
49549;56442;1896300561;8
61927;113435;1593150180;6
12154;121143;068815252X;6
56734;89900;1883294517;10
16929;65258;068487217X;9
57284;93047;1891855247;9
15810;26523;038072975X;5
49025;55187;1574531123;9
27661;12824;1931514577;10
41125;34256;1567185215;5
35191;139867;034542316X;6
26012;76499;014006690X;10
62076;113983;1884731112;10
59968;101851;1565041143;8
52423;69156;1931081336;10
18690;102416;067100767X;10
21785;31315;037541200X;10
22099;35859;042515405X;5
63024;123056;1573226017;9
13956;114368;1551666189;5
49827;56959;076431145X;10
32296;19248;038531826X;8
64708;133747;037570101X;8
45563;54453;044100928X;7
24817;9667;027362198X;8
39095;95359;006440546X;10
45085;76482;1889330299;5
58940;98391;1843601702;9
11461;42099;006101351X;10
38190;146345;034544003X;8
45822;135458;1400030927;6
32651;19858;1551669056;9
52222;98391;1551668858;8
53653;74910;1860643752;8
25353;10354;1892213001;8
36522;29905;1556613628;7
56020;87141;1562054503;9
66028;144021;059042193X;7
25158;10118;B0000633PU;8
42598;82407;1561483516;7
14628;2276;1556522347;8
37274;136382;1573227374;5
38468;29905;1556611854;5
61704;112013;8478886141;9
17219;7125;038079487X;7
43066;36609;1564559920;10
4652;5582;068482499X;10
26812;11993;1561381527;10
36524;101209;1556613628;8
35766;110317;051512723X;6
33209;20961;087877162X;9
43112;36673;1413705847;10
33000;101851;1560763264;9
46619;62582;1551667479;5
66934;152435;006097561X;9
58565;98391;082941441X;9
30260;16634;1881955680;5
63036;123094;1881649873;7
5793;63854;039914739X;3
6493;114581;059035342X;7
1906;62755;038550926X;5
47093;97330;088419793X;8
20181;6543;1565123352;9
26367;75534;1556113307;8
36774;115929;1551669390;9
66001;143698;1591132207;10
70;53220;038550120X;8
64114;129074;1557987912;10
26832;21364;1565122321;10
60957;107784;082175128X;5
20524;23980;037570924X;7
57176;93047;1558322299;8
54080;76499;014017897X;10
14744;2462;044920474X;9
1451;51545;044023722X;10
8028;120093;038000772X;10
20379;37586;015100692X;8
53843;76102;089141519X;8
27684;12930;067084943X;2
64286;129716;1555531628;9
58924;98391;1594141991;10
50500;87555;1583225846;9
23403;127372;006000925X;5
24521;9227;1931514925;7
38127;129716;019282760X;9
10615;117594;1882723007;9
47745;51883;026382831X;10
53106;71712;1556982348;7
40786;90088;1583220208;9
7300;108182;051513287X;8
26365;68758;1555972403;10
49640;56447;1586670697;8
11505;85273;006101351X;10
7216;111745;1573221775;8
21045;98391;055357762X;9
9917;81298;1559029838;4
56238;87555;1593760000;10
30952;98391;1551666758;5
52995;98391;037325069X;10
12007;505;1562827049;8
21562;50204;067942525X;6
32282;150088;1551667940;5
22121;7346;044040407X;8
28877;86965;067169507X;8
41806;148586;038076296X;8
18751;101851;1560760478;8
59739;100906;204016216X;9
21255;106007;014045022X;9
4590;11993;089480751X;10
25343;30072;1591824141;9
60010;101851;1578590515;7
6720;26544;1551661586;8
61606;111269;1931561192;7
16494;59656;1558746463;10
18935;116005;1853260045;10
54158;76499;1571100857;7
45505;122386;156619315X;9
13223;43481;037570504X;5
26882;12137;067086014X;4
18006;22755;034540761X;8
13376;28016;038039586X;10
19977;6401;1565076613;5
2454;51252;044011585X;5
58536;98391;076530192X;9
18709;5462;013029442X;3
57947;95359;1930009054;10
40092;31826;039913817X;10
33146;34657;055357910X;5
6067;105979;068484477X;10
40102;31826;043920772X;10
25367;10354;193151478X;10
7125;30487;039592720X;8
54771;79961;037321748X;8
16807;111438;039914613X;5
66855;151589;1562452436;8
47890;51883;188535603X;10
14023;115003;006251279X;8
65177;136773;068802405X;9
24531;39270;055314300X;7
30545;16795;037383571X;6
49236;140036;1404184422;8
50710;93047;1570980217;8
12082;113270;055356160X;9
24968;152468;038075911X;10
34012;98391;1551667037;8
65347;138602;1929862032;10
24419;9141;1585420859;5
1812;37712;014029628X;9
4386;74728;067976402X;10
32125;143965;038081403X;4
19586;62689;081120068X;8
15402;2948;1580083412;10
1798;6637;014029628X;10
15854;3373;006109157X;7
1740;75591;014023313X;8
14013;2024;1565842103;8
2187;121251;014100018X;9
52390;69078;8420633135;9
34452;148966;1551668866;3
39623;31315;1582341591;8
32098;18385;033035082X;6
3134;277427;1562923668;10
29593;15874;1573225797;8
60308;103849;039441814X;7
13949;69697;1551666189;9
58876;98391;1594140642;9
50419;59770;1573182044;5
28020;18439;037550298X;10
15604;2977;3190115214;10
2952;41646;1400034779;9
33637;137589;1878239090;7
26893;12143;067102177X;5
47257;104569;1400061563;3
24011;120598;006109286X;5
57030;121719;1865037605;4
60327;104113;055327189X;8
62580;117539;014020220X;5
8026;93629;038000772X;8
57364;93257;068485421X;7
41957;67515;067100171X;6
33357;34570;074322454X;8
59953;101851;1565040201;9
36114;66765;1550225480;8
30771;16795;068485029X;7
33396;67694;1558531564;10
40293;138382;1562920979;8
39486;56554;037325038X;9
26872;21937;1573220167;8
5400;143837;044651747X;7
23086;136419;1591840414;7
13151;25981;038531258X;5
14150;101606;1573229326;7
1438;46196;044023722X;10
54429;78722;1575420600;8
39772;31468;1575666243;5
44254;38449;1555878504;7
30346;60278;1551668378;8
30525;148966;037327341X;4
32157;25611;1582340986;7
29499;46398;156619024X;4
49778;56959;006250973X;10
56501;88677;037370626X;8
60805;106988;007025706X;5
63486;125514;1859849296;7
39618;31315;1574322044;6
45607;98741;1565548353;10
36142;95353;087596141X;10
25170;149256;006093140X;8
42484;35921;044841127X;6
54835;80535;1591291496;4
29322;135999;052594673X;8
55765;85801;059527840X;10
60649;116758;038072765X;9
66685;149907;1579122469;7
36747;72214;1551668815;6
41877;87141;044914562X;8
46831;48261;035233777X;6
18919;87403;055337933X;8
19046;97874;020162690X;7
53156;71884;067102678X;10
3801;277623;1588720756;6
17572;15527;1573227331;8
1163;105374;1558743669;6
38625;30072;1591163633;9
61686;112001;044945102X;10
20114;143415;037570485X;8
57460;93426;192946200X;9
1889;15602;038550926X;9
22022;60319;034529873X;6
15833;72458;1853260401;10
63406;125203;2038717001;9
42848;149598;1551666537;8
44215;38273;1574881566;5
15260;104636;140003065X;7
52012;67958;031218008X;10
56340;87794;1570066248;6
26918;119590;156512281X;5
51862;66933;1568655258;8
33752;82673;068983375X;9
47909;70601;091938157X;9
16731;98391;1590522265;9
10687;7056;155874262X;8
18845;5582;1558508473;10
35696;25409;1575667290;8
17485;4017;067003178X;5
4663;105374;068482499X;8
21068;70401;1551665557;10
20431;129716;015640057X;10
48524;100906;1864503521;9
25791;37556;068484897X;8
13977;104636;080410882X;8
53432;86849;1565120248;7
60881;107326;1563892790;9
64370;129880;1570713286;10
52977;70649;1582343411;10
517;123687;074343627X;5
5206;18172;044651652X;9
58232;97754;1565302265;5
13487;68383;089480829X;10
32124;114216;038081403X;7
52418;69156;044101013X;9
18975;5956;1881273628;5
63045;123154;1565548760;10
23926;8681;1887424059;8
22389;101851;156076113X;8
26921;12209;031230093X;3
9251;119248;059045367X;8
52802;70065;015200016X;5
33163;98391;068486522X;8
16810;127359;039914613X;7
48537;52944;087685546X;8
8492;63782;044021145X;7
55451;83637;014015843X;5
10469;278621;1550390961;8
11687;55493;080213825X;9
8828;31652;051512608X;5
59914;101851;1555601227;9
54679;79441;006101351x;8
13823;31144;1551664348;9
47398;50612;1577311957;9
12058;48975;055356160X;8
7344;115751;1577780728;10
9429;52614;067187098X;10
46261;45383;1586608029;8
53752;75556;1590861450;5
61161;109335;006017515X;7
36167;98391;1575668327;9
50548;67775;037376443X;5
57092;93039;1568840683;7
57955;95492;069401284X;7
63180;123981;090571234X;9
60823;106988;1882926714;4
56869;91653;1576105407;8
8683;121367;044022473X;10
18088;30263;031242227X;4
21281;7125;038550943X;9
5791;46254;039914739X;5
44738;40299;1558852573;8
2661;76482;080410753X;5
30599;142524;042514898X;8
3991;142680;067976397X;3
27990;126693;1573222038;8
42361;123617;1582341885;7
7082;99216;1878424319;10
42543;93952;1571743235;8
64672;132846;055325409X;10
54395;78469;1587219085;10
32348;126395;1578561256;10
148;25919;043935806X;10
58423;98391;037371016X;8
2446;9417;044011585X;5
60965;107784;1556615612;5
12459;84462;1563411148;9
20191;114868;1568843968;8
7582;68227;014034294X;10
17293;114778;038079487X;8
37246;60244;1587493705;8
29225;28523;1577662318;2
60006;101851;1571780521;9
5097;277984;1593080549;10
33470;21031;1587880636;7
26484;98391;1592799175;9
50526;60004;157322121X;3
15540;135265;044652087X;7
16892;53301;1573225517;9
51845;66797;1565102185;9
436;6577;074343627X;10
2274;277427;038081904X;9
62078;113983;1891984055;5
57798;94951;1892065894;9
781;84724;067102423X;8
51174;76168;055324504X;9
64006;128362;046504624X;6
52400;69078;8437600685;8
7109;148258;1878424319;7
34353;136071;039453512X;10
11052;6575;006000438X;9
